x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,target
15.50990,10.89931,18.72064,10.48875,0.31029,2.77126,19.15549,80.84451,17.52870,82.47130,0.77563,72.97606,9.87316,14.76925,39.18265,53.69247,4.61059,48.99919,98.85263,0.53028,59.14261,1.13371,9.48436,1.32396,26.04267,2.89248,63.42446,1.25567,77.29262,35.62245,0.98520,207.56436,4.40975,1.10491,77.83626,40.48070,1.16421,227.61776,4.13127,70.36249,1.62456,4.56051,1.95074,1
28.87261,27.12598,41.28162,-13.83942,14.28097,14.28097,50.77204,49.22796,54.76784,45.23216,35.58288,69.94059,0.00000,37.20619,0.78528,1.12278,1.74663,98.12855,141.95123,49.07706,140.30272,0.94060,12.12595,0.99614,17.74425,4.28455,52.93744,3.77104,284.78634,16.36062,0.22436,513.87430,4.63404,0.31146,55.13376,19.04244,0.87603,177.42000,14.18000,60.86957,1.32417,8.09361,6.54508,1
24.46158,20.72469,685.76441,-1.61177,1.61177,1.61177,62.39810,37.60190,62.79236,37.20764,71.82846,3.51478,0.00000,33.06146,39.43131,1121.87175,3.73689,25.10653,1099.59509,20.36532,703.84501,0.41653,4.38098,0.44511,9.92142,4.17072,80.08313,1.00615,54.23486,35.62156,0.07571,147.45410,9.41207,5.21023,90.34243,73.74293,0.96841,113.12889,5.48889,49.66777,1.85517,5.20799,3.27711,1
8.99891,4.54740,11.33264,157.60730,-94.18972,2.26417,46.54554,53.45446,32.36260,67.63740,39.38775,53.12043,25.09566,5.05460,78.90931,148.54794,4.45152,15.47007,39.06868,7.56009,19.48200,0.30454,2.37488,0.33595,2.67714,2.27468,75.51096,0.37721,21.04189,59.50997,0.49086,115.71801,8.60248,5.96731,95.79929,76.89855,0.89669,154.09918,4.40900,48.58861,1.79267,3.01238,0.72886,0
16.78916,15.32316,21.07749,31.92606,33.40478,5.73479,75.20989,24.79011,69.84978,30.15022,62.61877,79.57180,0.08264,17.93878,52.83607,66.40049,1.46600,45.21360,60.34628,31.65372,56.76218,1.29176,12.70984,1.53097,48.48684,7.91319,101.99159,-0.19451,-5.21920,48.03541,0.12732,144.88331,13.20904,5.25585,101.49460,58.51043,1.20230,242.21140,0.00000,32.26005,3.72691,7.75867,3.90445,1
10.58495,0.91427,13.54837,87.61045,-57.32992,11.78846,64.21951,35.78049,54.94599,45.05401,55.78145,62.16181,11.46984,10.57470,62.87185,101.14225,9.67068,24.13195,41.88818,8.54172,30.88805,1.57510,13.42851,1.80725,117.95344,2.87237,57.91060,0.94639,40.29209,47.35508,1.55819,136.85484,8.74988,4.73626,90.23967,66.84839,1.04645,103.34625,0.33434,44.40826,2.34882,4.96001,1.05301,1
16.72402,16.54394,20.95673,157.64251,-130.40649,-0.50734,63.62040,36.37960,37.25623,62.74377,63.68104,30.74818,49.05444,14.48131,56.40644,183.44643,0.18009,42.18112,93.03175,24.92362,52.85682,1.31271,12.85773,1.50210,83.13868,6.37899,104.51808,-0.27575,-7.24935,62.32400,0.00174,141.08994,8.17136,1.79237,103.49244,32.02862,1.33604,341.52101,0.00000,35.12406,3.80378,6.10324,2.29771,1
35.79332,33.79902,59.00314,-8.85506,19.77547,19.77547,59.93571,40.06429,63.10522,36.89478,62.68514,39.02393,21.63947,0.00000,27.80181,71.24298,1.99430,71.00865,180.57616,34.90323,117.05352,2.41628,10.27219,3.27711,14.59952,5.62510,77.55768,1.62769,60.18726,37.28749,0.00000,206.66064,7.18508,1.55999,81.53029,36.58190,1.57155,158.61111,7.61111,55.32261,2.70438,7.25279,4.54841,1
10.41533,5.82606,13.51861,230.02195,-185.92798,4.71293,62.96691,37.03309,39.00936,60.99064,29.33943,66.46811,10.57632,9.37471,61.76974,92.93139,4.58927,33.90927,54.25259,16.05886,44.01262,0.36852,4.63986,0.41785,6.73092,4.25742,69.10952,0.59042,14.46916,66.23826,1.39837,127.13610,9.15397,3.58400,93.94093,46.76081,1.78564,177.46852,2.37732,43.17385,4.08053,6.16039,0.68148,1
8.48636,6.83451,9.51305,97.74980,-82.20323,0.27050,39.42089,60.57911,31.12549,68.87451,44.77912,26.06358,54.22117,19.25783,59.20706,227.16392,1.65185,35.32632,82.51424,7.83458,39.60017,1.62049,11.25668,1.95074,18.24273,2.65515,91.79030,0.15888,9.88119,55.58485,0.72949,127.95763,5.72130,2.98754,97.29810,65.01147,0.90802,144.47654,2.41605,55.52934,1.60786,2.89263,0.55528,0
10.90869,6.51841,13.83074,160.97954,-142.78437,-0.13866,68.59629,31.40371,51.03553,48.96447,66.60537,52.35386,26.40644,7.41552,72.74063,138.94033,4.39028,22.14484,41.15454,6.92389,28.07665,0.71963,8.43352,0.83100,9.26987,4.13135,68.02456,0.98614,34.56691,46.97357,1.20879,145.11205,9.37314,4.28596,90.48057,60.03741,1.15207,123.45289,0.00000,40.38310,2.85286,6.07332,2.01168,1
9.15425,9.15035,10.19513,11.45440,4.60664,4.60664,11.15627,88.84373,10.10771,89.89229,0.03578,50.36318,39.42729,0.00000,79.45105,157.75622,0.00391,18.22258,29.57560,0.12261,20.29455,3.20890,19.62204,3.90445,792.59029,1.87529,97.39164,0.05022,24.28754,10.73949,0.35753,620.81104,1.99851,0.12322,97.54852,37.33795,0.07367,260.03333,1.70000,35.39459,0.20679,1.92552,1.36120,1
86.91248,86.07472,889.45348,-98.49267,98.63178,16.61303,14.23409,85.76591,99.83651,0.16349,100.00000,9.77145,0.00000,30.73027,0.00000,0.00000,0.83776,97.98637,981.03452,12.86289,1002.78255,1.67684,16.08407,1.83981,56.68683,16.59501,87.23599,2.42811,22.33622,57.14491,0.16427,158.73983,19.60306,3.00804,88.97873,21.67366,3.54539,302.51667,3.63333,32.22230,10.87075,19.02313,7.98811,1
6.89126,6.71236,7.53709,321.03501,-300.68414,-481.29611,32.65561,67.34439,10.53227,89.46773,10.88618,27.51210,63.91916,0.20820,68.89002,250.39898,0.17889,30.75558,72.12357,5.00365,33.63793,1.74781,10.94528,2.29771,41.51333,3.14704,168.79675,-1.28264,-192.90030,35.66441,0.13800,178.31542,4.01370,0.86666,146.96507,56.58589,0.25329,352.12857,1.21429,37.96189,0.66493,1.86440,1.06147,1
11.35237,7.00030,13.99514,97.23589,-64.80348,5.48541,56.44922,43.55078,45.41064,54.58936,43.04341,72.22727,8.88922,8.77792,68.36409,94.65136,4.35207,27.85179,48.71154,15.23124,34.33555,1.26022,12.75218,0.68148,47.33125,3.17610,70.45459,0.40320,18.09166,49.43770,1.06757,126.50541,10.47572,6.37092,96.29375,74.08412,0.92879,259.46835,0.24051,41.63628,2.22865,4.50801,1.21179,1
58.97703,58.64691,151.08012,0.45789,1.12453,1.12453,60.82333,39.17667,60.55327,39.44673,0.45872,0.15371,38.88321,0.69163,76.47279,49751.05505,0.33013,22.84778,330.80967,16.12900,58.52865,1.64523,15.58943,2.01168,24.20216,7.85815,93.52881,0.54370,21.62973,29.91801,0.15822,320.57316,8.01398,0.15583,93.64665,5.83730,1.08853,441.08571,0.94286,43.21178,2.51367,8.40185,5.72996,1
13.77327,13.17124,16.62368,80.53017,-80.54535,4.90086,28.25418,71.74582,17.16254,82.83746,0.12729,77.86774,4.98561,21.37883,49.42808,63.47697,0.60203,23.39654,1452.12200,1.14948,28.23849,0.87816,12.83389,1.06147,15.32594,1.75674,30.99886,3.91037,77.36224,89.19228,0.00606,111.03160,2.25421,0.49747,36.56716,8.96011,3.16761,322.29787,4.06383,61.87738,5.05462,5.66710,0.60642,1
8.65218,0.85239,10.04305,183.11204,-132.95583,2.20102,74.48502,25.51498,58.64184,41.35816,62.56770,62.93211,7.54123,9.16591,65.94875,104.79349,7.79979,23.58930,37.88027,15.98635,27.38138,0.89818,8.90319,1.21179,9.74726,2.65172,51.88477,1.10664,34.99872,61.86825,1.50372,123.87706,9.00412,4.99998,89.05481,61.25980,1.18888,103.77945,1.44834,37.07488,3.16195,5.11078,0.44511,0
12.73129,6.73597,14.93766,165.42041,-82.66512,-12.40746,65.95863,34.04137,44.89847,55.10153,32.94957,75.22666,5.87358,0.61011,77.94819,103.61777,5.99532,17.69319,27.22868,1.96979,20.75948,1.41049,14.39243,1.62801,47.86391,3.73869,89.93511,0.04840,1.40527,82.85548,0.37676,109.42892,8.22313,4.11443,99.41483,54.43225,1.65258,112.66957,1.43043,47.36998,3.44438,4.15710,0.33595,0
14.71424,6.85754,17.81447,52.22855,-0.12978,-0.56778,77.42072,22.57928,69.73569,30.26431,61.33657,71.72218,2.66146,17.44891,59.86076,83.46199,7.85670,36.05864,58.99713,19.77184,43.65605,4.95144,8.05088,5.72996,9.46538,1.16508,23.63948,1.91858,47.36669,82.18465,2.05433,107.12309,11.28602,8.27608,85.47036,67.14020,1.98190,184.74570,1.64436,48.49445,4.05049,4.92852,-1.17630,0
10.82491,7.04070,12.68840,25.95188,-19.78453,1.44427,66.50845,33.49155,63.69918,36.30082,60.78928,61.34005,6.69272,16.58365,68.67961,111.96537,3.78421,26.01904,42.11870,11.99758,30.49816,2.08206,16.50552,2.50631,151.04571,3.63231,78.99834,0.70593,47.23318,32.50478,0.73469,153.79748,8.16614,4.27411,92.04328,74.09187,0.59515,105.26098,3.70172,38.42075,1.49455,4.59795,2.36871,1
12.70821,7.53861,16.02750,71.15051,-54.56490,5.78751,61.75835,38.24165,52.71640,47.28360,49.26693,55.68820,12.54636,15.65911,64.47081,115.77104,5.16960,22.48419,40.80504,9.91415,28.35689,6.87419,19.87012,6.54508,26.44450,3.95486,74.68919,0.84647,42.23913,37.84633,0.97171,157.37071,8.18116,3.73254,90.62355,65.06608,0.84878,146.44536,2.34435,41.67613,2.00400,5.29509,2.31938,1
8.31069,4.14644,9.80052,12.16659,-3.77246,-0.64685,66.48862,33.51138,65.47749,34.52251,61.68796,63.28039,5.57330,16.13379,66.63306,105.29812,4.16425,23.33811,39.84153,11.89345,27.52188,3.57260,10.71536,4.54841,22.05667,2.18755,62.24325,0.95989,64.37970,42.42337,0.48119,131.13410,7.56311,5.00847,88.73766,77.05990,0.68029,116.36653,5.32245,43.53988,1.49098,3.51453,1.54235,1
8.59581,3.73870,10.32103,29.46323,-7.69005,3.46646,63.50009,36.49991,60.96749,39.03251,66.67603,57.38853,10.46215,11.92016,67.99366,118.47954,4.85710,21.31459,38.54810,7.46427,25.59255,6.73807,7.51932,7.98811,32.24200,2.37546,54.08667,1.20558,73.78801,37.20089,1.03024,143.27839,7.92548,4.73910,86.79690,74.36278,0.66998,112.61657,2.73535,40.01056,1.63385,4.39196,1.72787,1
94.91269,91.09900,36035.61644,0.04562,-0.04520,-0.04520,99.79073,0.20927,99.74744,0.25256,4.10959,0.26339,0.00000,95.25545,0.00000,0.00000,3.81368,95.25545,8110.90630,95.04618,36165.75342,1.63901,15.24920,1.86793,130.50718,17.30228,122.27180,0.60254,10.05418,42.35084,0.00000,299.27754,17.33295,0.00000,96.64051,0.00000,4.08428,80.85714,5.92857,63.15473,5.99293,14.15067,8.12707,1
13.37102,10.28209,17.29312,59.94844,-51.37918,4.62655,54.83972,45.16028,46.82400,53.17600,43.24028,57.49903,12.12517,38.47870,56.50206,98.26610,3.08893,14.85009,29.68651,1.58382,19.20605,0.73761,9.27174,0.71820,201.74360,2.47086,48.92216,1.25288,120.50549,20.58540,1.97488,168.05663,10.25173,5.80599,89.10977,84.81252,0.65136,159.65684,0.81813,62.32875,1.03969,5.05060,2.03603,1
6.71887,3.74455,8.32207,35.74527,23.28682,25.54482,41.76127,58.23873,39.35959,60.64041,50.12469,56.86219,14.10381,29.99857,64.15196,112.82006,2.97432,14.93917,32.11678,4.93723,18.50384,1.38034,16.09952,1.55541,166.17288,0.29847,8.57969,2.04851,307.54426,19.14675,1.87055,145.22956,9.35497,7.18595,82.03612,91.51704,0.73706,188.71549,1.22761,109.93605,0.66609,3.47884,0.94221,1
16.27287,8.41443,20.84281,10.23103,-0.40422,-1.47475,73.46820,26.53180,71.80332,28.19668,64.90197,76.69992,1.23400,21.07099,68.09368,88.77933,7.85843,16.04076,123.40287,3.71621,20.54553,1.76787,13.50920,2.12911,142.24110,2.07344,32.07061,2.75669,290.24774,14.69044,3.16551,159.73032,16.08533,10.84638,85.36944,91.94845,1.62983,141.40085,8.62591,161.13416,0.94977,6.46524,2.34996,1
14.45833,10.90330,17.21505,-1.59589,2.23273,1.53728,16.20738,83.79262,16.43812,83.56188,1.00663,73.40247,10.58409,64.31588,31.76298,43.27236,3.55503,49.80579,87.03277,3.51924,59.30210,2.10068,15.06584,2.74024,51.42167,2.48139,67.09348,1.21720,241.82933,13.60938,1.09295,304.55204,5.16739,1.59306,80.93536,75.99061,1.10582,247.36940,2.83955,217.17978,0.50333,3.69840,2.10213,0
42.57699,41.68382,76.93440,-17.79063,18.43621,18.43621,59.04157,40.95843,66.61628,33.38372,40.79679,55.34194,0.00000,98.17131,0.59804,1.08062,0.89317,73.41308,131.47481,32.46524,132.65361,0.96557,14.11532,1.15346,20.89536,12.47405,68.82469,6.40415,748.88574,4.71827,0.00000,988.21518,13.98996,1.20857,68.59803,58.56256,1.14082,221.84314,15.49020,124.08914,0.85516,18.12438,16.96189,1
23.02060,21.40887,767.25684,-6.60058,6.60058,6.60058,54.72933,45.27067,56.24882,43.75118,67.42943,2.93919,0.00000,46.95731,49.48626,1683.66899,1.61173,20.35543,673.64406,15.29947,678.42908,0.27561,3.39359,0.33464,7.45751,4.41068,74.83101,0.88316,139.74782,10.72187,0.00000,190.76120,12.12382,6.18649,93.21010,90.73152,0.92629,133.15455,7.77727,138.01161,0.63197,5.89419,3.73559,1
9.58042,6.53317,12.89728,103.36374,-62.06244,23.10382,44.05012,55.94988,34.14744,65.85256,42.00907,51.37761,22.03003,24.14756,71.93438,140.01114,3.04724,15.01866,39.42010,7.02857,20.21830,0.36283,2.76013,0.48319,3.22457,2.03593,68.23278,0.57057,62.18470,30.75090,1.22093,129.84105,12.09061,8.83375,95.49353,90.59054,0.86517,168.40258,4.19185,91.94514,0.91754,2.98380,0.84532,1
11.21958,2.45059,15.06506,46.62320,-32.30391,6.12752,58.04854,41.95146,52.81761,47.18239,56.67676,61.11436,11.05142,24.69282,63.32789,103.62195,8.76899,13.13795,24.56144,1.91135,17.64093,1.73847,14.58636,1.85641,150.42411,1.58471,39.71553,1.34044,101.11653,33.22270,2.04583,143.69619,10.64736,7.01683,88.81832,84.10978,0.98082,114.55795,0.08485,73.93403,1.32564,3.99015,0.61869,0
22.11347,21.78365,29.89362,75.45360,-74.45043,-0.19579,63.30942,36.69058,46.62401,53.37599,64.75285,36.25228,37.72159,53.23900,42.77784,118.00041,0.32982,38.20335,98.37746,28.39120,51.64438,1.44535,13.50891,1.68240,55.25509,15.11314,174.05685,-4.41125,-159.25851,31.90031,0.03238,307.21706,16.21916,1.07365,137.35837,27.93398,2.05140,501.05505,0.00000,74.06127,2.76986,8.68288,5.88063,1
6.41117,3.79749,8.81779,191.56272,-176.10654,14.60308,63.24067,36.75933,50.95926,49.04074,55.81692,54.86991,6.49527,27.42576,68.48982,124.82219,2.61368,14.72618,35.58019,6.99026,20.25409,6.86763,7.20728,8.12707,4.57374,1.87002,40.78160,1.47325,137.62516,23.34508,2.36152,148.52566,12.71128,8.47974,89.61370,88.79107,1.11933,145.05783,0.00000,104.56382,1.07048,4.58545,1.15346,1
34.98963,34.50370,60.99344,-17.76314,20.94767,20.94767,53.66524,46.33476,59.88050,40.11950,67.96398,31.35815,26.00806,65.83983,32.47191,103.55175,0.48593,65.83983,180.93247,30.34519,114.77109,2.98535,12.60990,3.73559,18.77000,6.81667,70.01055,3.49397,230.39690,15.57521,1.03351,314.15014,10.92282,3.07264,75.76457,66.95457,2.40321,245.55000,81.30000,106.00194,1.51650,9.73663,7.18662,0
8.94077,8.06405,11.22907,31.99019,-26.27388,4.93474,41.69721,58.30279,38.83704,61.16296,30.28151,75.84854,3.77309,48.90311,47.80819,63.03113,0.87672,44.20066,67.90193,8.26286,55.51338,0.89354,11.99286,0.94221,16.70386,3.73929,96.96287,0.75597,41.38512,47.36735,0.00000,151.15980,9.18820,4.75190,92.39782,72.23293,1.33586,198.78141,1.61678,72.53561,1.82668,3.85641,1.33272,0
7.23224,6.46372,8.88188,37.29932,-3.08263,5.50809,34.95094,65.04906,32.25337,67.74663,27.85111,52.88998,26.30647,49.64391,49.10862,92.85052,0.76853,24.67554,57.18957,5.60480,30.30392,1.82620,12.22367,2.10213,22.94955,1.83095,71.17508,0.62131,74.89340,32.24931,1.12805,147.67818,7.89873,4.93973,92.70761,85.62053,1.01165,199.74555,0.74936,121.48710,0.82960,2.57245,0.61481,0
12.68356,11.28256,16.78967,128.16299,-123.60816,0.10064,68.42666,31.57334,52.17104,47.82896,61.89130,55.26316,20.24200,32.54289,65.04116,117.69351,1.40099,23.28767,42.84597,8.37748,30.82671,0.88906,9.54766,1.01726,10.53805,3.36946,51.24128,1.91864,99.99893,29.17826,2.35888,173.45258,11.60833,5.88000,85.81617,75.39751,1.07550,139.24027,0.54093,55.83664,1.91866,6.57566,2.29812,1
10.47573,10.47271,11.76794,-29.00290,30.25679,3.84639,9.48622,90.51378,12.52448,87.47552,0.01421,58.00119,31.01803,18.61390,81.27203,140.12133,0.00301,18.61627,31.48401,4.69003,20.91265,5.27274,31.58829,6.35238,1448.01055,2.76837,101.05040,-0.14026,-82.48218,6.20721,0.17891,726.41264,3.19819,0.25091,104.58686,59.60397,0.06822,283.34483,3.31034,39.64945,0.17005,2.73959,2.39063,1
92.80933,91.03289,2222.75815,-11.28315,11.28315,11.28315,89.52819,10.47181,100.00000,0.00000,100.00000,4.17541,0.00000,96.79980,0.00000,0.00000,1.77644,88.72525,1554.58070,79.05448,2124.94565,1.68726,15.44736,1.66462,65.81596,17.86407,80.67414,8.88410,74.90792,53.55987,0.26437,193.11038,22.54212,4.41368,71.73030,27.12156,4.93032,474.03636,5.89091,41.05426,11.86003,22.14349,10.01910,1
5.40566,5.35055,5.80708,246.42417,-237.88109,-6.41826,24.35299,75.64701,11.03215,88.96785,11.80767,37.73432,55.35304,39.01190,60.62370,160.65933,0.05511,38.05198,99.27359,11.69587,40.87771,4.29471,22.32243,5.88063,90.73333,3.49304,214.22520,-1.73086,-568.65903,18.66711,0.06492,171.88539,5.37186,1.81389,147.53813,85.63092,0.19801,414.76000,3.05333,64.57671,0.30438,1.63055,1.26125,1
10.25401,9.01744,12.99602,42.38247,-18.33204,13.10616,46.64166,53.35834,42.29576,57.70424,39.40365,68.66441,9.57682,34.44437,59.26522,86.31142,1.23657,21.47071,40.55170,8.98380,27.21217,1.16848,12.20601,1.33272,51.44706,1.16677,31.83875,0.98192,65.70474,40.78053,2.11720,131.08653,10.70478,7.42081,91.59795,83.23719,0.60190,173.71232,0.17739,40.23432,1.49445,3.66461,0.05296,0
9.25705,6.36165,12.25820,169.88059,-158.32374,-4.48177,62.72560,37.27440,46.99967,53.00033,51.42741,55.32513,11.54030,34.06214,59.72594,107.95445,2.89539,12.60712,26.18015,1.35014,16.69437,0.43699,5.60162,0.61481,7.21733,3.53067,78.18378,0.54022,44.19078,27.07088,1.35028,162.19166,10.40967,5.52872,95.06640,81.89238,0.90531,116.08855,1.44225,73.13518,1.22248,4.51586,1.94310,0
46.46652,46.26412,92.24176,-1.75217,1.11410,1.11410,48.75258,51.24742,49.56675,50.43325,11.39241,0.01737,50.35735,22.24974,77.25433,444857.59494,0.20240,21.95326,134.04854,12.67565,43.57991,1.90620,16.09826,2.29812,30.45549,7.27293,86.16792,0.52747,32.68294,19.12101,0.00000,479.66038,9.28327,0.43146,94.62357,21.09463,0.94173,489.60000,1.48571,58.17414,1.61389,8.44041,5.24763,0
8.67078,8.21901,9.68567,-1.18256,1.18256,1.18256,14.87856,85.12144,14.98110,85.01890,0.02329,65.37779,24.14396,54.92396,41.12053,62.89679,0.45177,45.29109,686.98596,1.32261,50.59227,1.22461,20.49924,1.26125,29.51980,0.79864,39.22745,3.66181,274.27476,65.57684,0.00000,274.52718,1.50274,0.54617,29.09729,29.03203,2.58247,427.60870,4.15217,191.55276,1.33509,2.03591,0.54288,1
7.59012,1.75998,9.00268,107.50486,-61.00842,0.72195,64.99054,35.00946,56.83079,43.16921,55.19690,73.71699,7.43045,25.85916,65.65554,89.06432,5.83014,11.87946,21.68671,3.07782,14.09028,0.05317,0.49155,0.05296,0.52146,3.02300,72.26741,0.86351,39.28290,52.54928,1.65026,130.60140,13.38503,8.71177,93.93968,79.85162,1.38237,121.24839,2.51554,61.58260,2.19818,4.18308,0.33464,0
13.56652,10.01942,16.25515,13.27752,0.68337,-1.95598,46.45083,53.54917,44.64953,55.35047,31.81500,79.27439,1.71332,31.02479,63.38298,79.95392,3.54710,30.11792,46.03910,3.41173,36.08673,1.70142,18.03261,1.94310,71.93519,3.95580,109.14425,0.50122,23.13839,59.76674,0.97501,137.62455,11.44476,6.51395,95.80430,75.04444,1.81848,147.62632,0.87895,83.44906,2.16617,3.62438,0.48319,0
10.88897,7.19715,12.83257,31.27409,-1.95764,-0.31420,74.97760,25.02240,71.57217,28.42783,65.69974,79.87461,0.30744,44.41059,49.02414,61.37637,3.69182,16.48395,28.01069,3.12734,19.42622,4.20842,8.10149,5.24763,9.96300,-3.77727,-91.21272,0.86751,29.32557,71.43419,9.24514,121.03803,18.56237,13.09450,95.53517,81.57191,2.19422,197.33747,0.00000,74.17387,2.95821,4.14116,-8.06218,0
10.03999,8.96179,12.71803,110.98571,-98.72345,4.09610,67.48552,32.51448,56.34256,43.65744,57.78878,66.20520,12.13042,30.58390,65.98010,99.65999,1.07820,20.47605,33.14429,3.21997,25.93776,-6.23989,-47.69436,-8.06218,-40.79738,3.05022,75.33099,0.99924,69.26473,35.62863,1.28608,144.62441,11.61738,7.28107,92.07999,83.46307,1.28645,131.52957,1.61010,88.08216,1.44263,4.04909,1.32037,0
10.68617,7.98987,12.61311,30.51980,-33.95235,-1.01325,62.68710,37.31290,59.42571,40.57429,53.83711,61.63319,6.36159,26.73443,69.05748,112.04592,2.69629,8.60790,13.99806,1.05921,10.16008,1.93899,15.08363,2.34932,158.05324,3.20151,87.72145,0.09836,10.88970,24.74908,0.87846,148.88125,9.87679,5.79682,99.01394,86.51879,0.54900,119.64945,4.42549,58.53260,0.90325,3.64964,1.86793,1
12.98771,9.38695,17.28851,52.44716,-37.98188,4.38176,56.22333,43.77667,49.41165,50.58835,47.98774,60.65973,8.88532,32.23906,62.11463,102.39845,3.60076,17.47007,33.40609,0.89443,23.25518,13.06645,36.64856,16.96189,65.47550,2.56687,41.87552,1.65270,133.24777,20.23443,2.74924,185.58130,10.76941,5.45330,86.69546,81.47006,0.85996,168.57722,4.10072,67.64709,1.24032,6.12977,2.14021,1
7.66888,5.43455,9.15898,8.79652,-5.73607,1.38857,63.88145,36.11855,63.20685,36.79315,56.26501,65.76130,3.14887,30.57275,66.22862,100.71064,2.23433,10.59605,17.84044,1.10030,12.65492,5.73338,16.21071,7.18662,36.88667,1.30661,55.43301,0.85453,105.44032,34.38305,0.82846,126.04835,9.69046,7.55539,91.89631,90.31247,0.65190,131.35339,3.90884,78.04430,0.81044,2.35710,0.71820,1
11.94095,6.26458,15.13204,71.41490,-59.66419,1.10635,56.40980,43.59020,47.88219,52.11781,46.09417,58.90397,10.75742,29.23287,62.48866,106.08564,5.67636,11.65237,22.07593,1.63661,14.76635,1.98392,20.12605,2.39063,33.17243,2.57178,68.51733,0.54091,51.60790,27.92374,1.52350,157.12807,9.32794,5.23266,94.51904,83.31238,0.90722,153.74648,4.15271,84.21973,1.04811,3.75348,1.18186,1
8.55582,6.30580,10.42932,31.53701,-21.01961,6.50053,60.30391,39.69609,57.60566,42.39434,61.08539,54.14361,12.47899,27.37328,66.86064,123.48760,2.25002,11.24866,22.24156,1.58141,13.71183,8.16395,9.08027,10.01910,42.48400,1.79782,43.42290,1.53010,137.71577,26.83547,1.47380,145.64045,10.24694,6.97532,87.00775,86.26013,0.66950,132.30811,1.58812,59.53414,1.11106,4.14026,1.55541,1
95.53580,92.17508,38753.74150,0.02458,-0.02472,-0.02472,99.78534,0.21466,99.76186,0.23814,3.40136,0.24652,0.00000,95.66829,0.00000,0.00000,3.36072,95.66829,22637.69841,95.45363,38807.48299,1.04252,9.70752,1.17707,101.42439,18.65504,96.39515,0.69093,10.60216,33.67418,0.00671,296.96346,18.66175,0.00000,96.42981,0.00000,4.55811,100.66667,15.77778,58.98096,6.51685,19.35267,8.98541,1
15.08523,11.43190,19.57924,56.02344,-53.96057,5.63255,56.63621,43.36379,48.18494,51.81506,42.96806,62.15086,8.70208,37.38760,56.54190,90.97525,3.65333,12.89612,24.06054,0.69201,16.73798,0.41182,5.62031,0.43065,137.62472,2.20796,38.89790,1.31767,119.97284,19.34892,1.84797,172.52886,9.57230,5.21367,87.90019,82.59967,0.72377,204.64424,1.54063,65.40317,1.09830,5.67630,1.70900,1
15.81399,7.57310,19.84630,5.16054,0.09357,3.72551,73.23732,26.76268,72.42123,27.57877,65.69029,77.62407,0.42393,20.96074,73.24703,94.36123,8.24089,16.77144,29.95142,7.74342,21.04789,1.57452,11.03449,1.88663,104.18208,2.05503,28.39077,2.65359,271.15022,13.52019,2.51171,160.67650,13.92270,9.33792,83.99166,90.51388,1.45950,154.18592,1.79483,147.39973,0.97864,7.23837,2.28746,1
21.23675,16.16166,27.64029,-0.75694,1.20199,0.44410,23.53694,76.46306,23.69769,76.30231,2.01672,49.53951,27.29309,51.97181,34.89805,70.44487,5.07510,45.08801,103.48734,10.89588,58.68344,2.42940,15.16509,2.69335,64.42117,4.77260,65.65585,1.99801,246.13263,11.16725,0.14082,473.86435,6.18653,0.91543,75.58805,53.00114,1.74750,316.20803,4.84307,211.97605,0.81176,7.26911,4.23811,0
44.83511,43.74051,83.50146,-19.29374,19.76318,19.76318,56.73937,43.26063,65.38973,34.61027,35.99310,53.69380,0.00000,91.60105,6.76790,12.60462,1.09460,91.56060,170.17735,54.99077,170.52359,0.99776,14.24225,1.14289,22.53005,4.01118,61.39970,2.05982,341.43181,9.23464,0.46190,966.15758,4.55437,0.08130,68.85757,11.87554,1.07388,224.28571,13.85714,167.00680,0.60329,6.53290,4.46018,1
20.64164,18.23070,442.70709,-6.75337,6.75337,6.75337,50.56408,49.43592,51.95809,48.04191,39.12025,4.60548,0.00000,16.89268,55.32038,1201.18651,2.41094,16.82439,367.32595,15.26349,360.83754,-2.20966,-31.42381,-2.85327,-59.07444,5.07849,71.90806,1.56602,281.60757,7.87403,0.41796,184.43357,12.64627,7.14981,88.98120,92.78344,1.01876,157.08969,7.37220,174.59994,0.55610,7.06248,5.11746,1
10.15889,4.15773,13.65258,73.34306,-33.85059,27.54988,40.04001,59.95999,32.58918,67.41082,32.03272,61.20419,12.17930,22.70413,73.12962,119.48467,6.00116,17.33497,34.88733,6.63227,23.29654,0.03312,0.23634,0.00778,0.28457,2.15664,54.08975,0.47293,43.77107,27.09877,1.34729,132.33731,11.42236,7.90815,96.02421,87.97961,1.06143,212.65323,5.34783,95.76785,1.08047,3.98714,0.51436,0
19.63029,19.25179,25.31989,21.41966,-22.08237,4.63333,68.62247,31.37753,64.41773,35.58227,54.25723,77.23926,0.28986,66.14575,32.56717,42.16400,0.37851,47.86776,61.06523,30.60208,61.74165,1.04758,11.00107,1.31696,48.55556,7.39549,68.50383,3.28320,154.13172,19.73119,0.11704,221.89972,12.49120,4.97867,79.18653,70.03535,1.10912,379.10106,0.00000,52.06823,2.13013,10.79573,7.43944,1
